17.73999977	60.22999954	-798.2000122
16.38999939	61.02000046	-800.2600098
15.73999977	61.99000168	-801.9899902
14.60999966	63.25	-804.9000244
13.89000034	63.77999878	-807.0300293
13.80000019	64.54000092	-809.0100098
15.35000038	65.69999695	-807.1199951
16.89999962	65.83000183	-804.8300171
18.15999985	64.83000183	-802
18.97999954	63.45999908	-799.6900024
19.86000061	61.61000061	-797.1799927
21.10000038	59.86999893	-794.6500244
22.27000046	58.97000122	-793.1500244
23.71999931	57.74000168	-791.3499756
25.57999992	55.86000061	-789.9400024
27.20000076	54.27000046	-788.8300171
28.92000008	52.22000122	-788.1699829
31.09000015	49.56999969	-787.8200073
33.11000061	47.20000076	-788.1099854
36.38000107	43.86000061	-789.3200073
33.72999954	45.47000122	-788.5100098
31.43000031	47.16999817	-787.9799805
28.07999992	47.54000092	-788.2999878
25.92000008	48.68000031	-788.6599731
23.75	49.91999817	-789.5499878
22.04999924	50.45000076	-790.5599976
20.39999962	52.99000168	-792.1400146
19.20999908	55.29999924	-793.7999878
18.23999977	57.54999924	-795.8699951
17.54000092	59.65999985	-798.0999756
16.72999954	61.86000061	-800.8300171
15.73999977	63.81000137	-803.9400024
15.06999969	64.58000183	-805.9000244
15.28999996	62.79000092	-803.3699951
15.73999977	60.29999924	-800.4899902
16.15999985	57.15000153	-798.0100098
17.02000046	54.36000061	-795.5300293
18.32999992	51.77000046	-793.6099854
19.85000038	49	-792.2800293
22.93000031	44.77000046	-790.6300049
25	43.00999832	-790.1900024
27.20999908	41.22000122	-790.2199707
24.11000061	42.54999924	-790.75
21.20999908	44.61999893	-791.789978
18.90999985	46.79000092	-793.1699829
15.15999985	51.93999863	-797.4699707
14.02999973	54.13000107	-799.4400024
12.64000034	56.33000183	-801.9699707
11.73999977	57.70000076	-804.5499878
12.51000023	55.45000076	-801.8300171
13.98999977	52.38999939	-798.960022
17.38999939	48.20000076	-794.5999756
19.81999969	46.09999847	-792.2600098
24.35000038	42.43000031	-790.6199951
29.38999939	38.86999893	-791.2999878
31.53000069	37.84999847	-791.8300171
33.18999863	37.11000061	-792.6699829
32.36000061	35.91999817	-794.9500122
28.37000084	35.68000031	-794.75
25.29999924	37.16999817	-793.7800293
23	38.29999924	-793.7600098
20.95000076	38.88999939	-794.8200073
19.03000069	40.27000046	-795.3300171
16.84000015	42.45999908	-796.4400024
14.86999989	44.83000183	-798.2600098
13.23999977	47.66999817	-800.1400146
12.10999966	50.15999985	-801.5100098
11.07999992	52.24000168	-803.4899902
10.31999969	53.56999969	-805.75
11.26000023	52.11999893	-803.0900269
12.73999977	50	-800.5100098
14.27000046	48.29999924	-798.5100098
17.14999962	45.24000168	-795.0800171
18.92000008	43.36000061	-793.8099976
19.47999954	45.36999893	-792.75
18.45999908	47.88000107	-793.3800049
17.29000092	51.34000015	-794.539978
16.23999977	54.59999847	-796.7000122
15.43000031	58.58000183	-799.7999878
15.01000023	60.13000107	-801.3099976
14.43999958	61.36000061	-803.0100098
13.81999969	62.65000153	-805.6300049
13.61999989	63.84000015	-808.1799927
13.65999985	64.61000061	-810.0700073
14.28999996	66.08000183	-811.6199951
17.20999908	70.77999878	-814.1199951
19.97999954	74.23000336	-813.9400024
21.15999985	75.13999939	-812.4400024
20.17000008	77.66999817	-811.6199951
17.69000053	81.79000092	-811.9500122
17.01000023	83.08999634	-809.539978
16.47999954	84.20999908	-807.0700073
16.19000053	85.12000275	-805.0499878
15.60000038	86.41000366	-803.3300171
15.27999973	87.51000214	-801.1099854
15.13000011	88.41999817	-798.9799805
15.22999954	89.01999664	-796.7800293
15.97999954	89.06999969	-793.9899902
16.70000076	89.68000031	-791.6900024
17.60000038	90.29000092	-789.3499756
19.26000023	90.27999878	-786.8599854
21.39999962	90.08999634	-784.3900146
23.43000031	89.45999908	-782.8699951
25.10000038	88.90000153	-781.8200073
27.46999931	88.65000153	-780.6799927
29.68000031	87.76999664	-780.1900024
32.22999954	87.65000153	-779.5
35.38999939	87.48999786	-779.1699829
39.65999985	87.44999695	-779.6500244
42.45000076	87.68000031	-780.039978
45.38000107	88.06999969	-780.8800049
43.56999969	89.13999939	-779.5499878
40.93999863	90.26000214	-778.3699951
38.00999832	90.55000305	-777.8699951
34.61999893	91.30000305	-777.4299927
32.31999969	92.09999847	-777.460022
30.12000084	92.56999969	-778.0300293
26.61000061	92.98999786	-779.2299805
23.75	93.30999756	-780.9400024
21.07999992	93.76000214	-783.0300293
19.47999954	93.98999786	-784.5499878
17.38999939	94.56999969	-787.2299805
15.55000019	95.16999817	-790.0900269
14.28999996	95.45999908	-792.4899902
13.23999977	95.55999756	-795.8599854
12.72000027	95.76000214	-797.9000244
13.35999966	95.76999664	-795.0499878
14.14000034	95.61000061	-792.7199707
16.67000008	96.16999817	-788.0100098
19.07999992	97.08999634	-784.5800171
20.37999916	97.77999878	-783.0599976
21.94000053	98.34999847	-781.75
24.15999985	98.73000336	-779.9400024
26.55999947	98.83000183	-778.6699829
31.85000038	97.98999786	-776.960022
